brand,model,milage,fuel_type,transmission,ext_col,int_col,accident,clean_title,price,engine_size,car_age,age_range,milage_range
Lexus,Other,114000.0,Gasoline,A/T,Silver,Gray,At least 1 accident or damage reported,Yes,13450.0,270.0,20,13+,100K–150K
Mercedes-Benz,Other,80124.0,Gasoline,7-Speed A/T,Black,Black,None reported,Yes,17500.0,382.0,14,13+,75K–100K
BMW,Other,7000.0,Gasoline,Transmission w/Dual Shift Mode,Gray,Gray,None reported,Yes,144900.0,600.0,2,0–3,0–25K
RAM,Other,4285.0,Gasoline,Automatic,Other,Other,None reported,Yes,65688.0,5.7,2,0–3,0–25K
Lamborghini,Other,17175.0,Gasoline,7-Speed Automatic with Auto-Shift,Other,Other,None reported,Unknown,234900.0,5.2,6,4–6,0–25K
Toyota,Other,34049.0,Hybrid,Automatic CVT,Other,Other,None reported,Unknown,37999.0,3.5,8,7–9,25K–50K
Audi,Other,16000.0,Gasoline,A/T,White,Beige,At least 1 accident or damage reported,Yes,39990.0,355.0,6,4–6,0–25K
GMC,Other,95000.0,Gasoline,4-Speed A/T,White,Gray,None reported,Yes,25000.0,290.0,29,,75K–100K
Land,Other,59355.0,Gasoline,Automatic,Other,Other,None reported,Yes,72995.0,8.0,5,4–6,50K–75K
Chevrolet,Other,31000.0,Gasoline,1-Speed A/T,Other,Other,None reported,Yes,36000.0,200.0,3,0–3,25K–50K
BMW,Other,19300.0,Gasoline,8-Speed A/T,White,Other,None reported,Yes,36000.0,335.0,6,4–6,0–25K
Cadillac,Other,155000.0,E85 Flex Fuel,6-Speed A/T,Other,Beige,At least 1 accident or damage reported,Yes,16900.0,403.0,16,13+,150K+
Scion,Other,120010.0,Gasoline,4-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,6500.0,161.0,15,13+,100K–150K
Kia,Other,152520.0,Gasoline,6-Speed A/T,White,Beige,None reported,Yes,10900.0,200.0,13,13+,150K+
Honda,Other,58981.0,Gasoline,A/T,White,Beige,None reported,Yes,9599.0,,32,,50K–75K
Maserati,Other,32000.0,Gasoline,Transmission w/Dual Shift Mode,Other,Beige,At least 1 accident or damage reported,Yes,2954083.0,394.0,20,13+,25K–50K
Porsche,Other,47000.0,Gasoline,Transmission w/Dual Shift Mode,Black,Brown,None reported,Yes,50000.0,520.0,10,10–12,25K–50K
Genesis,Other,2046.0,Gasoline,8-Speed A/T,Other,Gray,None reported,Yes,43499.0,252.0,2,0–3,0–25K
Chevrolet,Other,24965.0,Gasoline,Automatic CVT,Other,Other,At least 1 accident or damage reported,Yes,22995.0,1.2,4,4–6,0–25K
Toyota,Other,108000.0,Gasoline,5-Speed A/T,Other,Gray,None reported,Yes,7850.0,160.0,20,13+,100K–150K
Toyota,Other,76000.0,Gasoline,A/T,Other,Gray,None reported,Yes,18300.0,266.0,10,10–12,75K–100K
Porsche,911 Carrera S,30000.0,Gasoline,7-Speed A/T,Black,Brown,None reported,Yes,78500.0,400.0,11,10–12,25K–50K
Volvo,Other,59271.0,Gasoline,6-Speed A/T,Blue,Black,None reported,Yes,29900.0,325.0,10,10–12,50K–75K
Lexus,Other,1500.0,Gasoline,10-Speed A/T,Gray,Black,Unknown,Unknown,119500.0,409.0,2,0–3,0–25K
BMW,Other,52500.0,Plug-In Hybrid,Transmission w/Dual Shift Mode,Blue,Black,At least 1 accident or damage reported,Yes,24950.0,247.0,8,7–9,50K–75K
Tesla,Model Y Long Range,23100.0,Gasoline,A/T,Blue,Other,None reported,Yes,36495.0,425.0,5,4–6,0–25K
FIAT,Other,45000.0,Gasoline,6-Speed M/T,Gray,Black,At least 1 accident or damage reported,Yes,22500.0,164.0,8,7–9,25K–50K
Dodge,Other,179000.0,Gasoline,A/T,Black,Black,At least 1 accident or damage reported,Yes,6500.0,245.0,23,,150K+
Toyota,Other,1500.0,Gasoline,6-Speed M/T,Gray,Other,None reported,Yes,84900.0,382.0,2,0–3,0–25K
BMW,Other,38671.0,Hybrid,Automatic,Gray,Other,None reported,Unknown,66998.0,3.0,3,0–3,25K–50K
Jeep,Other,135465.0,Gasoline,A/T,Black,Gray,None reported,Yes,15750.0,205.0,18,13+,100K–150K
MINI,Other,79000.0,Gasoline,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,17000.0,181.0,11,10–12,75K–100K
Nissan,Other,42259.0,Gasoline,CVT Transmission,Black,Black,At least 1 accident or damage reported,Yes,17000.0,290.0,13,13+,25K–50K
Toyota,Other,159890.0,Gasoline,A/T,Blue,Gray,At least 1 accident or damage reported,Yes,6500.0,225.0,19,13+,150K+
Maserati,Other,2200.0,Hybrid,Transmission w/Dual Shift Mode,Black,Other,None reported,Yes,75000.0,325.0,2,0–3,0–25K
Lexus,Other,15833.0,Hybrid,CVT Transmission,White,Beige,None reported,Yes,52000.0,308.0,3,0–3,0–25K
BMW,Other,96000.0,Gasoline,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,13500.0,240.0,12,10–12,75K–100K
BMW,Other,72900.0,Gasoline,6-Speed A/T,Gray,Gray,None reported,Yes,15500.0,300.0,16,13+,50K–75K
BMW,Other,7121.0,Gasoline,Automatic,Gray,Black,None reported,Unknown,94998.0,4.4,4,4–6,0–25K
Hyundai,Other,3402.0,Hybrid,A/T,White,Black,None reported,Yes,44000.0,226.0,2,0–3,0–25K
Volvo,Other,73000.0,Gasoline,A/T,Silver,Black,None reported,Yes,13900.0,227.0,12,10–12,50K–75K
Karma,Other,21000.0,Gasoline,A/T,White,Black,None reported,Yes,51000.0,403.0,7,7–9,0–25K
BMW,Other,30309.0,Hybrid,Automatic,Blue,Other,None reported,Unknown,63598.0,3.0,4,4–6,25K–50K
Ford,Other,24000.0,Gasoline,1-Speed A/T,White,Black,None reported,Yes,38000.0,290.0,4,4–6,0–25K
BMW,Other,73000.0,Gasoline,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,23999.0,320.0,9,7–9,50K–75K
Ford,Other,26465.0,Gasoline,8-Speed Automatic,Other,Other,None reported,Unknown,24998.0,2.0,6,4–6,25K–50K
Volkswagen,Other,26870.0,Gasoline,8-Speed Automatic,Other,Other,At least 1 accident or damage reported,Yes,34645.0,2.0,5,4–6,25K–50K
Honda,Other,184000.0,Gasoline,A/T,Blue,Gray,At least 1 accident or damage reported,Yes,10500.0,240.0,21,,150K+
BMW,Other,4514.0,Gasoline,Automatic,Gray,Black,None reported,Unknown,132998.0,4.4,3,0–3,0–25K
RAM,Other,1300.0,Gasoline,8-Speed A/T,Other,Black,None reported,Yes,48000.0,410.0,3,0–3,0–25K
Jeep,Other,49924.0,Gasoline,8-Speed A/T,White,Black,None reported,Yes,26500.0,293.0,7,7–9,25K–50K
GMC,Other,36526.0,Gasoline,10-Speed A/T,Other,Black,None reported,Yes,57850.0,420.0,6,4–6,25K–50K
BMW,Other,37000.0,Gasoline,Transmission w/Dual Shift Mode,Silver,Other,None reported,Yes,45950.0,560.0,10,10–12,25K–50K
Acura,Other,79884.0,Gasoline,9-Speed Automatic,Gray,Other,At least 1 accident or damage reported,Unknown,24840.0,3.5,8,7–9,75K–100K
Volkswagen,Other,30000.0,Gasoline,Transmission w/Dual Shift Mode,Blue,Beige,At least 1 accident or damage reported,Yes,19000.0,170.0,9,7–9,25K–50K
BMW,Other,11102.0,Gasoline,8-Speed A/T,Black,Black,None reported,Yes,101000.0,600.0,4,4–6,0–25K
Ford,Mustang GT Premium,105500.0,Gasoline,6-Speed M/T,Silver,Black,None reported,Yes,19000.0,412.0,13,13+,100K–150K
BMW,Other,31157.0,Gasoline,Automatic,Black,Other,None reported,Unknown,65998.0,4.4,6,4–6,25K–50K
Kia,Other,86204.0,Gasoline,8-Speed Automatic,Other,Other,At least 1 accident or damage reported,Unknown,20708.0,3.3,6,4–6,75K–100K
BMW,Other,80211.0,Gasoline,A/T,Gray,Other,At least 1 accident or damage reported,Yes,17995.0,300.0,11,10–12,75K–100K
Aston,Other,25991.0,Gasoline,6-Speed A/T,Silver,Black,None reported,Yes,69995.0,420.0,15,13+,25K–50K
Mercedes-Benz,Other,73000.0,Gasoline,7-Speed A/T,Black,Black,None reported,Yes,8400.0,268.0,17,13+,50K–75K
BMW,Other,40989.0,Gasoline,8-Speed A/T,Black,Other,None reported,Yes,35000.0,320.0,7,7–9,25K–50K
Dodge,Other,102681.0,Gasoline,M/T,Other,Black,None reported,Yes,6000.0,158.0,15,13+,100K–150K
Acura,Other,123000.0,Gasoline,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,13888.0,300.0,15,13+,100K–150K
Jeep,Other,160900.0,Gasoline,4-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,7200.0,190.0,20,13+,150K+
BMW,M3 Base,105000.0,Gasoline,6-Speed M/T,Silver,Black,At least 1 accident or damage reported,Yes,21900.0,414.0,14,13+,100K–150K
Kia,Other,1340.0,Plug-In Hybrid,A/T,Black,Black,None reported,Yes,41000.0,177.0,2,0–3,0–25K
Ford,Other,17850.0,Gasoline,A/T,Other,Black,None reported,Yes,41999.0,266.0,4,4–6,0–25K
BMW,M3 Base,72277.0,Gasoline,Transmission w/Dual Shift Mode,Gray,Other,None reported,Yes,34950.0,414.0,14,13+,50K–75K
Jeep,Other,7000.0,Hybrid,8-Speed A/T,Gray,Black,None reported,Yes,46000.0,285.0,2,0–3,0–25K
Porsche,Other,10627.0,Gasoline,"Automatic, 8-Spd PDK Dual-Clutch",Other,Other,None reported,Unknown,99000.0,2.9,3,0–3,0–25K
Ford,Explorer XLT,67015.0,Gasoline,10-Speed Automatic,Other,Other,None reported,Unknown,28590.0,2.3,5,4–6,50K–75K
BMW,M4 Base,19600.0,Gasoline,7-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,62000.0,425.0,7,7–9,0–25K
Ford,Other,5800.0,Gasoline,1-Speed A/T,White,Other,None reported,Yes,42500.0,346.0,3,0–3,0–25K
FIAT,Other,33812.0,Gasoline,1-Speed A/T,Silver,Black,None reported,Yes,14999.0,111.0,8,7–9,25K–50K
Cadillac,Other,99897.0,Gasoline,8-Speed A/T,Black,Black,None reported,Yes,26950.0,420.0,10,10–12,75K–100K
Mercedes-Benz,Other,127500.0,Gasoline,Transmission w/Dual Shift Mode,White,Other,None reported,Yes,29000.0,429.0,11,10–12,100K–150K
Ford,Other,23842.0,Gasoline,10-Speed Automatic,Gray,Other,None reported,Yes,59203.0,3.5,4,4–6,0–25K
Rivian,R1S Adventure Package,2108.0,Gasoline,1-Speed A/T,Silver,Other,None reported,Yes,91000.0,835.0,2,0–3,0–25K
BMW,Other,65550.0,Gasoline,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,39985.0,560.0,11,10–12,50K–75K
Lamborghini,Other,22000.0,Gasoline,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,210000.0,573.0,8,7–9,0–25K
Ford,Other,15600.0,Gasoline,Transmission w/Dual Shift Mode,Gray,Black,At least 1 accident or damage reported,Yes,68995.0,315.0,3,0–3,0–25K
Lexus,Other,22400.0,Gasoline,A/T,White,Other,None reported,Yes,81900.0,471.0,4,4–6,0–25K
Lexus,Other,89150.0,Gasoline,A/T,White,Black,None reported,Yes,31900.0,360.0,10,10–12,75K–100K
BMW,M4 Base,15000.0,Gasoline,"Automatic, 8-Spd M STEPTRONIC w/Drivelogic, Sport & Manual Modes",Other,Other,None reported,Unknown,81000.0,3.0,2,0–3,0–25K
Audi,Other,49500.0,Gasoline,6-Speed A/T,Blue,Gray,None reported,Yes,25000.0,220.0,7,7–9,25K–50K
Audi,Other,126000.0,Gasoline,Transmission w/Dual Shift Mode,Gray,Black,Unknown,Unknown,13850.0,360.0,22,,100K–150K
Volkswagen,Other,85385.0,Gasoline,6-Speed M/T,Gray,Black,None reported,Yes,15550.0,210.0,10,10–12,75K–100K
Cadillac,Other,3000.0,Diesel,A/T,White,Brown,None reported,Yes,123999.0,277.0,2,0–3,0–25K
Hyundai,Other,66126.0,Gasoline,6-Speed Automatic,Other,Gray,None reported,Unknown,19190.0,2.0,7,7–9,50K–75K
Toyota,Other,1075.0,Gasoline,6-Speed M/T,White,Black,None reported,Yes,35000.0,228.0,2,0–3,0–25K
Ford,Other,2489.0,Gasoline,10-Speed Automatic,Other,Other,None reported,Unknown,98900.0,3.0,2,0–3,0–25K
Hyundai,Other,25000.0,Gasoline,8-Speed A/T,Black,Gray,None reported,Yes,28500.0,191.0,4,4–6,0–25K
Nissan,Other,92000.0,Gasoline,7-Speed A/T,Black,Black,None reported,Yes,20900.0,390.0,8,7–9,75K–100K
Lexus,Other,123500.0,Gasoline,A/T,White,Gray,At least 1 accident or damage reported,Yes,14500.0,263.0,17,13+,100K–150K
Cadillac,Other,105000.0,Gasoline,6-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,12000.0,318.0,12,10–12,100K–150K
Audi,Other,49000.0,Gasoline,6-Speed M/T,Black,Black,None reported,Yes,63000.0,420.0,17,13+,25K–50K
Jaguar,Other,28357.0,Gasoline,Automatic,Other,Other,None reported,Unknown,47598.0,3.0,5,4–6,25K–50K
Chevrolet,Other,81000.0,E85 Flex Fuel,A/T,Other,Gray,None reported,Yes,32000.0,285.0,7,7–9,75K–100K
Ford,Other,45000.0,Gasoline,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,52000.0,375.0,4,4–6,25K–50K
Toyota,Other,173456.0,E85 Flex Fuel,6-Speed A/T,Black,Gray,At least 1 accident or damage reported,Yes,16000.0,381.0,14,13+,150K+
BMW,Other,13700.0,Hybrid,8-Speed A/T,Black,Beige,Unknown,Unknown,60000.0,382.0,4,4–6,0–25K
Audi,Other,93400.0,Hybrid,A/T,Silver,Brown,None reported,Yes,42500.0,335.0,6,4–6,75K–100K
Toyota,Other,90000.0,Gasoline,6-Speed A/T,White,Beige,None reported,Yes,18200.0,268.0,10,10–12,75K–100K
Porsche,Other,40600.0,Gasoline,7-Speed A/T,Gray,Black,None reported,Yes,32000.0,252.0,8,7–9,25K–50K
Lexus,Other,20121.0,Gasoline,8-Speed A/T,Gray,Other,None reported,Yes,47124.0,311.0,2,0–3,0–25K
Mercedes-Benz,Other,3921.0,Gasoline,7-Speed Automatic,Black,Other,None reported,Yes,175000.0,2.0,5,4–6,0–25K
Lexus,Other,187450.0,Gasoline,A/T,Silver,Beige,At least 1 accident or damage reported,Yes,10400.0,275.0,14,13+,150K+
Toyota,Other,6400.0,Gasoline,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,68000.0,382.0,4,4–6,0–25K
Mercedes-Benz,Other,54500.0,Gasoline,9-Speed A/T,White,Black,None reported,Yes,37995.0,362.0,8,7–9,50K–75K
BMW,Other,78500.0,Gasoline,8-Speed A/T,Other,Brown,At least 1 accident or damage reported,Yes,42000.0,445.0,8,7–9,75K–100K
Chevrolet,Other,75000.0,Gasoline,6-Speed A/T,Silver,Black,None reported,Yes,36000.0,355.0,7,7–9,50K–75K
Ford,Other,89988.0,Gasoline,A/T,Other,Other,At least 1 accident or damage reported,Yes,42500.0,411.0,11,10–12,75K–100K
Subaru,Other,107000.0,Gasoline,A/T,Other,Beige,None reported,Yes,7100.0,250.0,20,13+,100K–150K
Alfa,Other,21400.0,Gasoline,8-Speed A/T,White,Black,None reported,Yes,28500.0,280.0,6,4–6,0–25K
Mazda,Other,83150.0,Gasoline,6-Speed A/T,White,Beige,None reported,Yes,6950.0,244.0,18,13+,75K–100K
Ford,Other,92000.0,Diesel,10-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,36500.0,250.0,7,7–9,75K–100K
Mercedes-Benz,Other,15042.0,Gasoline,9-Speed Automatic,Other,Other,None reported,Unknown,54599.0,2.0,4,4–6,0–25K
Audi,Other,39000.0,Gasoline,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,35000.0,333.0,8,7–9,25K–50K
RAM,Other,67483.0,Gasoline,6-Speed A/T,Other,Beige,At least 1 accident or damage reported,Yes,46500.0,410.0,8,7–9,50K–75K
Tesla,Other,62089.0,Gasoline,A/T,Black,Beige,None reported,Yes,29975.0,329.0,10,10–12,50K–75K
Audi,Other,54300.0,Gasoline,8-Speed A/T,Black,Black,None reported,Yes,53500.0,605.0,8,7–9,50K–75K
Hyundai,Other,30565.0,Hybrid,A/T,Gray,Black,None reported,Yes,29000.0,192.0,3,0–3,25K–50K
Audi,Other,142666.0,Gasoline,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,22000.0,450.0,9,7–9,100K–150K
Ford,Other,166200.0,Gasoline,A/T,Blue,Gray,At least 1 accident or damage reported,Yes,6999.0,207.0,16,13+,150K+
INFINITI,Other,88977.0,Hybrid,7-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,19977.0,354.0,10,10–12,75K–100K
BMW,M3 Base,114890.0,Gasoline,Transmission w/Dual Shift Mode,White,Beige,None reported,Yes,20990.0,414.0,14,13+,100K–150K
Mercedes-Benz,E-Class E 350 4MATIC,171000.0,Gasoline,5-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,4750.0,268.0,16,13+,150K+
Ford,Other,90067.0,Gasoline,6-Speed Automatic,Black,Other,None reported,Unknown,28590.0,3.5,6,4–6,75K–100K
Chevrolet,Other,97579.0,Gasoline,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,15000.0,323.0,11,10–12,75K–100K
Mazda,Other,52000.0,Gasoline,6-Speed M/T,Black,Black,At least 1 accident or damage reported,Yes,20500.0,155.0,8,7–9,50K–75K
Jeep,Other,25968.0,Gasoline,8-Speed Automatic,Other,Other,None reported,Unknown,38405.0,3.6,4,4–6,25K–50K
MINI,Other,41680.0,Gasoline,6-Speed A/T,Silver,Black,None reported,Yes,17495.0,189.0,9,7–9,25K–50K
Saab,Other,77200.0,Gasoline,5-Speed M/T,Black,Beige,None reported,Yes,7500.0,205.0,23,,75K–100K
BMW,Other,50000.0,Gasoline,8-Speed A/T,Blue,Other,None reported,Yes,43000.0,335.0,6,4–6,25K–50K
Porsche,Other,21613.0,Gasoline,Automatic,White,Black,None reported,Unknown,58998.0,2.0,4,4–6,0–25K
Audi,Other,17377.0,Gasoline,Automatic,Other,Other,None reported,Unknown,39998.0,2.0,3,0–3,0–25K
GMC,Other,30426.0,Gasoline,9-Speed Automatic,Other,Other,Unknown,Unknown,29645.0,2.5,5,4–6,25K–50K
Audi,Other,153000.0,Gasoline,M/T,Blue,Other,At least 1 accident or damage reported,Yes,6500.0,250.0,20,13+,150K+
Mercury,Other,56600.0,Gasoline,Transmission Overdrive Switch,Silver,Black,None reported,Yes,23000.0,302.0,21,,50K–75K
Hyundai,Other,116612.0,Gasoline,8-Speed A/T,White,Other,At least 1 accident or damage reported,Yes,12700.0,311.0,10,10–12,100K–150K
Audi,Other,72000.0,Gasoline,A/T,Blue,Black,At least 1 accident or damage reported,Yes,30000.0,354.0,7,7–9,50K–75K
Audi,Other,39000.0,Hybrid,8-Speed A/T,Black,Brown,None reported,Yes,50000.0,335.0,6,4–6,25K–50K
Lincoln,Other,149000.0,Gasoline,A/T,Other,Beige,None reported,Yes,10099.0,300.0,17,13+,100K–150K
BMW,M4 Base,19300.0,Gasoline,6-Speed M/T,White,Other,None reported,Yes,64000.0,425.0,7,7–9,0–25K
Mazda,Other,27836.0,Gasoline,6-Speed Automatic,Other,Other,None reported,Yes,36969.0,2.5,4,4–6,25K–50K
Chevrolet,Other,3273.0,Gasoline,Transmission w/Dual Shift Mode,Black,Other,None reported,Yes,78999.0,490.0,2,0–3,0–25K
Ford,F-150 Lariat,74349.0,Gasoline,10-Speed A/T,White,Black,None reported,Yes,36000.0,375.0,8,7–9,50K–75K
Ford,F-250 Lariat,85000.0,Diesel,6-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,55000.0,450.0,6,4–6,75K–100K
Ferrari,Other,2250.0,Gasoline,8-Speed A/T,Gray,Other,None reported,Yes,259500.0,611.0,3,0–3,0–25K
Mercedes-Benz,Other,46100.0,Gasoline,9-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,33000.0,362.0,8,7–9,25K–50K
Hyundai,Other,49500.0,Gasoline,8-Speed A/T,Silver,Gray,None reported,Yes,28000.0,185.0,6,4–6,25K–50K
Mercedes-Benz,E-Class E 350,31130.0,Gasoline,7-Speed A/T,Black,Black,None reported,Yes,23500.0,302.0,13,13+,25K–50K
Ford,Other,149460.0,Diesel,A/T,Blue,Gray,At least 1 accident or damage reported,Yes,12240.0,350.0,17,13+,100K–150K
Mercury,Other,90000.0,Gasoline,4-Speed A/T,Blue,Beige,At least 1 accident or damage reported,Yes,15500.0,302.0,22,,75K–100K
Ford,Other,48000.0,E85 Flex Fuel,A/T,White,Gray,None reported,Yes,57000.0,275.0,4,4–6,25K–50K
Mercedes-Benz,Other,98000.0,Gasoline,A/T,White,Beige,At least 1 accident or damage reported,Yes,15500.0,248.0,12,10–12,75K–100K
Volkswagen,Other,18655.0,Gasoline,Automatic,Other,Other,None reported,Unknown,38698.0,2.0,3,0–3,0–25K
Chevrolet,Other,60000.0,Gasoline,A/T,Other,Brown,At least 1 accident or damage reported,Yes,24950.0,325.0,19,13+,50K–75K
Chevrolet,Other,169500.0,E85 Flex Fuel,A/T,Other,Brown,None reported,Yes,15000.0,320.0,11,10–12,150K+
Mitsubishi,Other,189500.0,Gasoline,5-Speed M/T,Other,Black,None reported,Yes,6000.0,162.0,17,13+,150K+
Toyota,Land Cruiser Base,91000.0,Gasoline,A/T,Black,Brown,None reported,Yes,68500.0,381.0,9,7–9,75K–100K
Genesis,Other,7396.0,Gasoline,8-Speed Automatic,Other,Black,None reported,Unknown,41299.0,2.5,3,0–3,0–25K
Toyota,Other,229450.0,Gasoline,A/T,Gray,Gray,None reported,Yes,8250.0,240.0,21,,150K+
Maserati,Other,8603.0,Gasoline,8-Speed Automatic,Other,Other,None reported,Unknown,125900.0,3.0,2,0–3,0–25K
Audi,Other,49098.0,Gasoline,Transmission w/Dual Shift Mode,White,Black,At least 1 accident or damage reported,Yes,44900.0,450.0,11,10–12,25K–50K
Nissan,Other,21212.0,Gasoline,Automatic CVT,Other,Other,None reported,Unknown,28906.0,1.5,3,0–3,0–25K
Porsche,Other,62743.0,Gasoline,Transmission w/Dual Shift Mode,Silver,Gray,None reported,Yes,28600.0,400.0,15,13+,50K–75K
BMW,Other,24300.0,Hybrid,8-Speed A/T,Gray,Beige,None reported,Yes,49999.0,382.0,4,4–6,0–25K
Cadillac,Other,104000.0,E85 Flex Fuel,A/T,Gray,Black,None reported,Yes,19500.0,403.0,15,13+,100K–150K
Volvo,Other,46250.0,Gasoline,8-Speed Automatic,White,Other,At least 1 accident or damage reported,Yes,27800.0,2.0,5,4–6,25K–50K
Mazda,Other,1930.0,Gasoline,6-Speed Automatic,Other,Black,At least 1 accident or damage reported,Yes,40655.0,2.5,2,0–3,0–25K
Chrysler,Other,61494.0,Hybrid,Automatic CVT,Other,Black,None reported,Unknown,35850.0,3.6,3,0–3,50K–75K
Jeep,Other,24040.0,Gasoline,8-Speed Automatic,Other,Black,None reported,Yes,35273.0,2.0,5,4–6,0–25K
Toyota,Other,231581.0,Gasoline,A/T,Other,Beige,None reported,Yes,4300.0,220.0,24,,150K+
Ford,F-150 Lariat,81000.0,Gasoline,10-Speed A/T,Gray,Black,None reported,Yes,38500.0,375.0,6,4–6,75K–100K
Ford,Other,6217.0,Gasoline,–,Other,Black,None reported,Yes,115000.0,,51,,0–25K
Land,Other,23568.0,Gasoline,Automatic,Other,Other,None reported,Unknown,44998.0,2.0,3,0–3,0–25K
Mazda,Other,78700.0,Gasoline,A/T,White,Black,None reported,Yes,18000.0,187.0,5,4–6,75K–100K
Kia,Other,109580.0,Gasoline,6-Speed A/T,Other,Black,At least 1 accident or damage reported,Yes,11900.0,192.0,10,10–12,100K–150K
Lexus,Other,178000.0,Gasoline,A/T,Gray,Gray,At least 1 accident or damage reported,Yes,4500.0,270.0,16,13+,150K+
Mitsubishi,Other,131193.0,Gasoline,Automatic CVT,Black,Black,None reported,Yes,11970.0,2.4,9,7–9,100K–150K
Mercedes-Benz,Other,106000.0,Gasoline,9-Speed A/T,White,Black,None reported,Yes,25900.0,362.0,8,7–9,100K–150K
Audi,Other,28211.0,Gasoline,Transmission w/Dual Shift Mode,Gray,Black,At least 1 accident or damage reported,Yes,27500.0,184.0,6,4–6,25K–50K
Audi,Other,91403.0,E85 Flex Fuel,8-Speed Automatic,Silver,Gray,None reported,Unknown,14998.0,2.0,10,10–12,75K–100K
Mercedes-Benz,Other,88600.0,Gasoline,A/T,Black,Black,At least 1 accident or damage reported,Yes,16800.0,208.0,9,7–9,75K–100K
INFINITI,Other,84900.0,Gasoline,7-Speed A/T,Silver,Black,Unknown,Unknown,22450.0,390.0,14,13+,75K–100K
Kia,Other,11154.0,Gasoline,8-Speed Automatic,Other,Black,None reported,Unknown,28998.0,1.6,4,4–6,0–25K
BMW,Other,45090.0,Plug-In Hybrid,8-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,30750.0,313.0,7,7–9,25K–50K
Mercedes-Benz,Other,33272.0,Gasoline,A/T,Other,Gray,At least 1 accident or damage reported,Yes,11900.0,192.0,22,,25K–50K
Jeep,Other,71000.0,Gasoline,5-Speed M/T,Other,Gray,None reported,Yes,12499.0,150.0,22,,50K–75K
Kia,Other,55400.0,Gasoline,8-Speed A/T,Other,Other,Unknown,Unknown,36500.0,291.0,5,4–6,50K–75K
Land,Other,141525.0,Gasoline,A/T,Black,Black,None reported,Yes,14490.0,375.0,13,13+,100K–150K
Jaguar,Other,50000.0,Gasoline,Transmission w/Dual Shift Mode,Black,Beige,At least 1 accident or damage reported,Yes,21900.0,420.0,18,13+,25K–50K
BMW,M4 Base,29140.0,Gasoline,M/T,Other,Other,None reported,Yes,71995.0,425.0,5,4–6,25K–50K
BMW,Other,9000.0,Hybrid,8-Speed A/T,White,Other,None reported,Yes,56900.0,382.0,3,0–3,0–25K
Mercedes-Benz,Other,5595.0,Hybrid,Automatic,Other,Black,None reported,Unknown,83598.0,3.0,4,4–6,0–25K
RAM,1500 Laramie,34121.0,Gasoline,Automatic,Other,Black,None reported,Unknown,48190.0,5.7,3,0–3,25K–50K
BMW,Other,36750.0,Gasoline,A/T,Black,Black,None reported,Yes,35999.0,445.0,12,10–12,25K–50K
Mercedes-Benz,Other,49626.0,Gasoline,A/T,White,Black,None reported,Yes,12000.0,228.0,18,13+,25K–50K
Jeep,Other,45000.0,Gasoline,A/T,White,Beige,At least 1 accident or damage reported,Yes,16500.0,172.0,8,7–9,25K–50K
Toyota,Other,69350.0,Hybrid,A/T,Black,Gray,None reported,Yes,36000.0,306.0,6,4–6,50K–75K
BMW,Other,8307.0,Gasoline,8-Speed Automatic,Other,Other,None reported,Unknown,98900.0,4.4,3,0–3,0–25K
BMW,M3 Base,4106.0,Gasoline,6-Speed Manual,Other,Other,None reported,Yes,84645.0,3.0,2,0–3,0–25K
BMW,M3 Base,184700.0,Gasoline,5-Speed M/T,Blue,Gray,None reported,Yes,36950.0,240.0,26,,150K+
Maserati,Other,57500.0,Gasoline,8-Speed A/T,White,Brown,None reported,Yes,41900.0,424.0,7,7–9,50K–75K
Acura,Other,29000.0,Gasoline,10-Speed A/T,Black,Black,None reported,Yes,39650.0,272.0,4,4–6,25K–50K
Mercedes-Benz,Other,61675.0,Gasoline,Transmission w/Dual Shift Mode,Gray,Black,At least 1 accident or damage reported,Yes,19000.0,208.0,10,10–12,50K–75K
Mercedes-Benz,Other,33300.0,Diesel,7-Speed A/T,White,Black,None reported,Yes,45000.0,188.0,4,4–6,25K–50K
Cadillac,Other,62950.0,Gasoline,6-Speed A/T,Silver,Gray,At least 1 accident or damage reported,Yes,17498.0,304.0,11,10–12,50K–75K
